"CUSTOMER ID","CITY","STATE","SERVICE_HISTORY","COMMON PROBLEM","SERVICE_TYPE","VEHICAL COMPANY","SERIVCE_DATE","Revenue","Cost","CUSTOMER_NAME","REPEAT_CUSTOMER"
317,"Ananthapuram","Andhra Pradesh","Suspension Repair; Tire Inspection","Steering issues","Suspension adjustment","Kia",2024-04-24,426.07,297.09,"Lee Jacob","No"
318,"Ananthapuram","Andhra Pradesh","Exhaust Leak; General Maintenance","Exhaust noise","Exhaust system repair","Hyundai",2024-12-03,156.99,67.56,"Thunblom Wilson Franklin","Yes"
319,"Ananthapuram","Andhra Pradesh","Engine Overheating; Tune-Up","Engine overheating","Cooling system flush","Volkswagen",2024-04-05,209.29,121.49,"Trout Quinn","No"
320,"Ananthapuram","Andhra Pradesh","Oil Change; Tire Alignment","Misaligned tires","Tire alignment","Hyundai",2024-12-23,435.6,183.57,"al-Elamin Khaira","No"
321,"Ananthapuram","Andhra Pradesh","Brake Repair; Engine Check","Brake noise","Brake pad replacement","Ford",2024-06-18,434.19,232.65,"Sublette Skyler","Yes"
322,"Ananthapuram","Andhra Pradesh","Transmission Repair; Oil Change","Slipping transmission","Transmission fluid change","Tata Motors",2024-04-05,183.15,127.03,"Terry Cheyenne","No"
323,"Ananthapuram","Andhra Pradesh","Exhaust Leak; Tire Inspection","Exhaust noise","Exhaust system repair","Hero MotoCorp",2024-01-26,116.17,46.66,"Tsend Ayush Moel","No"
324,"Ananthapuram","Andhra Pradesh","Fluid Leak; Brake Inspection","Fluid leak","Fluid replacement","Audi",2024-08-17,366.8,259.97,"Bui Cody","Yes"
325,"Ananthapuram","Andhra Pradesh","Engine Diagnostics; Oil Change","Engine misfire","Diagnostic scan","Volkswagen",2024-05-27,96.71,56.59,"Carroll Kelly","Yes"
326,"Ananthapuram","Andhra Pradesh","Suspension Repair; General Maintenance","Steering issues","Suspension adjustment","Tata Motors",2024-12-15,65.18,44.87,"Miller Jenna","No"
327,"Ananthapuram","Andhra Pradesh","Tire Rotation; Brake Service","Tire wear","Tire rotation","Kia",2024-07-20,499.73,333.12,"Aragon Jordan","Yes"
328,"Ananthapuram","Andhra Pradesh","Brake Fluid Change; Oil Change","Brake fluid leak","Brake fluid replacement","Bajaj Auto",2024-03-21,65.69,41.31,"Dinius Marriah","Yes"
329,"Ananthapuram","Andhra Pradesh","Engine Check; Tire Replacement","Tire damage","Tire replacement","Hero MotoCorp",2024-12-03,202.28,137.86,"Bellow Chase","No"
330,"Ananthapuram","Andhra Pradesh","Transmission Fluid Change; Diagnostics","Transmission slipping","Transmission fluid change","Hyundai",2024-08-19,461.78,306.11,"Maker Heather","No"
331,"Ananthapuram","Andhra Pradesh","Oil Change; Brake Repair","Brake noise","Brake pad replacement","Renault",2024-08-30,327.76,169.04,"Montez Hector","No"
332,"Ananthapuram","Andhra Pradesh","Fluid Check; General Maintenance","Fluid leak","Fluid replacement","Toyota",2024-04-15,178.83,78.49,"Marotta Jesse","Yes"
333,"Ananthapuram","Andhra Pradesh","Engine Overheating; Tune-Up","Engine overheating","Cooling system flush","Ford",2024-01-11,382.01,299.87,"Silas Joseph","No"
334,"Ananthapuram","Andhra Pradesh","Tire Alignment; Brake Fluid Change","Misaligned tires","Tire alignment","Kia",2024-04-22,425.32,295.4,"al-Shahin Sabri","Yes"
335,"Ananthapuram","Andhra Pradesh","Exhaust Repair; Oil Change","Exhaust noise","Exhaust system repair","Honda",2024-12-29,191.42,123.48,"Williams Arsean","Yes"
336,"Ananthapuram","Andhra Pradesh","Brake Inspection; Tire Rotation","Brake noise","Brake pad replacement","Bajaj Auto",2024-05-20,271.65,121.69,"White Cheyenne","No"
337,"Ananthapuram","Andhra Pradesh","Engine Diagnostics; Oil Change","Check engine light","Diagnostic scan","Nissan",2024-01-31,363.82,225.61,"Combs Gerald","No"
338,"Ananthapuram","Andhra Pradesh","Fluid Leak; Tire Replacement","Fluid leak","Fluid replacement","Tata Motors",2024-04-24,338.66,171.06,"Newton Robert","No"
339,"Ananthapuram","Andhra Pradesh","General Maintenance; Engine Repair","Engine roughness","Spark plug replacement","Hyundai",2024-10-04,339.77,258,"Armijo Fidel","No"
340,"Ananthapuram","Andhra Pradesh","Brake Repair; Oil Change","Brake noise","Brake pad replacement","Ford",2024-04-03,490.03,197.81,"Martinez Andrew","No"
341,"Ananthapuram","Andhra Pradesh","Tire Alignment; Brake Inspection","Misaligned wheels","Wheel alignment","Renault",2024-07-20,236.63,117.01,"Kiess Daniel","No"
342,"Ananthapuram","Andhra Pradesh","Suspension Repair; Tire Inspection","Steering issues","Suspension adjustment","Kia",2024-01-16,103.73,46.89,"Yost Francesco","No"
343,"Ananthapuram","Andhra Pradesh","Exhaust Leak; General Maintenance","Exhaust noise","Exhaust system repair","Hyundai",2024-07-15,286.71,152.1,"Hernandez Amara","No"
344,"Ananthapuram","Andhra Pradesh","Engine Overheating; Tune-Up","Engine overheating","Cooling system flush","Volkswagen",2024-06-26,151.28,104.47,"al-Siddiqi Muneeb","Yes"
345,"Ananthapuram","Andhra Pradesh","Oil Change; Tire Alignment","Misaligned tires","Tire alignment","Hyundai",2024-06-25,268.89,214.22,"Sanandres Bob","No"
346,"Ananthapuram","Andhra Pradesh","Brake Repair; Engine Check","Brake noise","Brake pad replacement","Ford",2024-01-12,216.6,148.6,"Jones Jose","No"
347,"Ananthapuram","Andhra Pradesh","Transmission Repair; Oil Change","Slipping transmission","Transmission fluid change","Tata Motors",2024-03-06,492.51,296.38,"Chong Micha","Yes"
348,"Ananthapuram","Andhra Pradesh","Exhaust Leak; Tire Inspection","Exhaust noise","Exhaust system repair","Hero MotoCorp",2024-02-19,224.74,129.09,"Medina Alexander","No"
349,"Ananthapuram","Andhra Pradesh","Fluid Leak; Brake Inspection","Fluid leak","Fluid replacement","Audi",2024-07-22,153.16,119.39,"Hinojosa Derick","No"
350,"Ananthapuram","Andhra Pradesh","Engine Diagnostics; Oil Change","Engine misfire","Diagnostic scan","Volkswagen",2024-06-23,330.48,148.08,"Archuleta Josiah","No"
351,"Ananthapuram","Andhra Pradesh","Suspension Repair; General Maintenance","Steering issues","Suspension adjustment","Tata Motors",2024-05-13,111.44,47.93,"Justino Aivan Thomas","Yes"
352,"Ananthapuram","Andhra Pradesh","Tire Rotation; Brake Service","Tire wear","Tire rotation","Kia",2024-05-01,485.36,366.74,"Hills Briana","Yes"
353,"Ananthapuram","Andhra Pradesh","Brake Fluid Change; Oil Change","Brake fluid leak","Brake fluid replacement","Bajaj Auto",2024-11-10,281.78,160.55,"Carter Samantha","No"
354,"Ananthapuram","Andhra Pradesh","Engine Check; Tire Replacement","Tire damage","Tire replacement","Hero MotoCorp",2024-09-15,123.38,51.44,"Martinez Shawntay","Yes"
355,"Ananthapuram","Andhra Pradesh","Transmission Fluid Change; Diagnostics","Transmission slipping","Transmission fluid change","Hyundai",2024-12-18,329.86,217.37,"Mejia Audrianna","No"
356,"Ananthapuram","Andhra Pradesh","Oil Change; Brake Repair","Brake noise","Brake pad replacement","Renault",2024-09-04,493.68,290.01,"Salas Jose","Yes"
357,"Ananthapuram","Andhra Pradesh","Fluid Check; General Maintenance","Fluid leak","Fluid replacement","Toyota",2024-10-15,350.95,227.12,"Zambrano John Paul","No"
358,"Ananthapuram","Andhra Pradesh","Engine Overheating; Tune-Up","Engine overheating","Cooling system flush","Ford",2024-02-17,238.51,121.24,"Moreland Damien","No"
359,"Ananthapuram","Andhra Pradesh","Tire Alignment; Brake Fluid Change","Misaligned tires","Tire alignment","Kia",2024-11-26,195.51,90.51,"Mostafa Kyle","No"
360,"Ananthapuram","Andhra Pradesh","Exhaust Repair; Oil Change","Exhaust noise","Exhaust system repair","Honda",2024-04-09,425.86,189.81,"Hutchinson Brianna","Yes"
361,"Ananthapuram","Andhra Pradesh","Brake Inspection; Tire Rotation","Brake noise","Brake pad replacement","Bajaj Auto",2024-04-17,114.72,69.18,"Thomas Daiszha","No"
362,"Ananthapuram","Andhra Pradesh","Engine Diagnostics; Oil Change","Check engine light","Diagnostic scan","Nissan",2024-10-27,136.77,84.69,"Mitchell Zachary","No"
363,"Ananthapuram","Andhra Pradesh","Fluid Leak; Tire Replacement","Fluid leak","Fluid replacement","Tata Motors",2024-01-10,453.53,206.93,"Sanchez Yareli","Yes"
364,"Ananthapuram","Andhra Pradesh","General Maintenance; Engine Repair","Engine roughness","Spark plug replacement","Hyundai",2024-06-18,188.65,88.27,"Martinez Johannah","No"
365,"Ananthapuram","Andhra Pradesh","Brake Repair; Oil Change","Brake noise","Brake pad replacement","Ford",2024-10-06,213.49,150.47,"Kodani Faline","Yes"
366,"Ananthapuram","Andhra Pradesh","Tire Alignment; Brake Inspection","Misaligned wheels","Wheel alignment","Renault",2024-12-13,402.78,246.08,"Buxo Roxana","Yes"
367,"Ananthapuram","Andhra Pradesh","Suspension Repair; Tire Inspection","Steering issues","Suspension adjustment","Kia",2024-07-27,137.02,102,"Ridge Khadijah","No"
368,"Ananthapuram","Andhra Pradesh","Exhaust Leak; General Maintenance","Exhaust noise","Exhaust system repair","Hyundai",2024-11-10,57.99,38.82,"Herbert Dominick","No"
369,"Ananthapuram","Andhra Pradesh","Engine Overheating; Tune-Up","Engine overheating","Cooling system flush","Volkswagen",2024-05-16,232.97,94.4,"al-Sheikh Kamaal","No"
370,"Ananthapuram","Andhra Pradesh","Oil Change; Tire Alignment","Misaligned tires","Tire alignment","Hyundai",2024-11-04,267.43,181.12,"el-Muhammed Wajdi","No"
371,"Ananthapuram","Andhra Pradesh","Brake Repair; Engine Check","Brake noise","Brake pad replacement","Ford",2024-04-17,239.83,181.48,"al-Shahin Tawheed","Yes"
372,"Ananthapuram","Andhra Pradesh","Transmission Repair; Oil Change","Slipping transmission","Transmission fluid change","Tata Motors",2024-01-08,204.26,133.33,"Ojeda Carie","No"
373,"Ananthapuram","Andhra Pradesh","Exhaust Leak; Tire Inspection","Exhaust noise","Exhaust system repair","Hero MotoCorp",2024-04-23,439.92,194.85,"Salas-Smith Cheyenne","No"
374,"Ananthapuram","Andhra Pradesh","Fluid Leak; Brake Inspection","Fluid leak","Fluid replacement","Audi",2024-09-17,254.8,195.79,"Tabullo Alexandria","Yes"
375,"Ananthapuram","Andhra Pradesh","Engine Diagnostics; Oil Change","Engine misfire","Diagnostic scan","Volkswagen",2024-01-29,290.19,194.47,"Brennan Chase","No"
376,"Ananthapuram","Andhra Pradesh","Suspension Repair; General Maintenance","Steering issues","Suspension adjustment","Tata Motors",2024-11-01,483.73,222.24,"Mollohan Adam","No"
377,"Ananthapuram","Andhra Pradesh","Tire Rotation; Brake Service","Tire wear","Tire rotation","Kia",2024-11-21,398.57,278.26,"el-Shahan Baasim","No"
378,"Ananthapuram","Andhra Pradesh","Brake Fluid Change; Oil Change","Brake fluid leak","Brake fluid replacement","Bajaj Auto",2024-03-14,143.99,111.89,"Espinosa Amelia","No"
379,"Ananthapuram","Andhra Pradesh","Engine Check; Tire Replacement","Tire damage","Tire replacement","Hero MotoCorp",2024-10-08,188.95,107.38,"Dinius Marriah","Yes"
376,"Ananthapuram","Andhra Pradesh","Suspension Repair; General Maintenance","Steering issues","Suspension adjustment","Tata Motors",2024-03-13,487.1,252.85,"Griffen Tyler","Yes"
377,"Ananthapuram","Andhra Pradesh","Tire Rotation; Brake Service","Tire wear","Tire rotation","Kia",2024-09-23,313.21,157.79,"Norris Joanna","No"
378,"Ananthapuram","Andhra Pradesh","Brake Fluid Change; Oil Change","Brake fluid leak","Brake fluid replacement","Bajaj Auto",2024-09-18,392.37,191.93,"Dineen Marissa","No"
379,"Ananthapuram","Andhra Pradesh","Engine Check; Tire Replacement","Tire damage","Tire replacement","Hero MotoCorp",2024-08-11,217.72,136.35,"Aragon Jordan","Yes"
376,"Ananthapuram","Andhra Pradesh","Suspension Repair; General Maintenance","Steering issues","Suspension adjustment","Tata Motors",2024-07-22,396.14,278.35,"Barry Jaelynn","No"
377,"Ananthapuram","Andhra Pradesh","Tire Rotation; Brake Service","Tire wear","Tire rotation","Kia",2024-07-29,291.95,194.98,"Dinius Marriah","Yes"
378,"Ananthapuram","Andhra Pradesh","Brake Fluid Change; Oil Change","Brake fluid leak","Brake fluid replacement","Bajaj Auto",2024-08-06,461.3,285.36,"Chavez Vargas Alexander","No"
379,"Ananthapuram","Andhra Pradesh","Engine Check; Tire Replacement","Tire damage","Tire replacement","Hero MotoCorp",2024-07-02,133.38,96.65,"Bernot Nicholas","Yes"
380,"Ananthapuram","Andhra Pradesh","Battery Check; Oil Change","Battery drainage","Battery replacement","Honda",2024-12-17,177,124.55,"Ashby Richard","No"
381,"Ananthapuram","Andhra Pradesh","AC Service; Engine Tune-Up","AC not cooling","AC repair","Maruti Suzuki",2024-06-03,92.73,37.84,"Miller Morgan","No"
382,"Ananthapuram","Andhra Pradesh","Wheel Alignment; Brake Inspection","Misalignment","Wheel alignment","Ford",2024-04-28,144.72,79.94,"al-Farooqui Fuaad","No"
383,"Ananthapuram","Andhra Pradesh","Fuel Filter Change; Oil Change","Fuel blockage","Fuel filter replacement","Tata Motors",2024-12-09,489.69,205.84,"el-Khan Kulthum","No"
384,"Ananthapuram","Andhra Pradesh","Timing Belt Replacement; Engine Check","Timing issues","Timing belt replacement","Hyundai",2024-03-07,183.34,131.85,"Wisehart Abbigale","No"
385,"Ananthapuram","Andhra Pradesh","Transmission Fluid Change; Brake Service","Gear slipping","Transmission fluid replacement","Nissan",2024-04-19,376.69,289.86,"Perez Vazquez Nicole","No"
386,"Ananthapuram","Andhra Pradesh","Radiator Flush; Cooling System Check","Overheating","Radiator repair","Chevrolet",2024-05-13,403.56,249.01,"Gates Forest Green","No"
387,"Ananthapuram","Andhra Pradesh","Light Replacement; General Maintenance","Flickering lights","Headlight replacement","Suzuki",2024-02-05,97.44,72.2,"Perez Jr Karen","No"
388,"Ananthapuram","Andhra Pradesh","Exhaust System Repair; Emission Test","Loud exhaust","Exhaust repair","Volkswagen",2024-02-24,157.82,99.97,"Stebner Mary","No"
389,"Ananthapuram","Andhra Pradesh","Oil Filter Change; Tire Rotation","Oil leak","Oil filter replacement","Renault",2024-08-27,171.75,114.61,"Sanchez Yareli","Yes"
390,"Ananthapuram","Andhra Pradesh","Spark Plug Replacement; Engine Diagnostics","Poor acceleration","Spark plug replacement","Toyota",2024-04-29,95.48,57.72,"el-Sheikh Haatim","Yes"
391,"Ananthapuram","Andhra Pradesh","Clutch Replacement; Brake Inspection","Sticking clutch","Clutch repair","Mahindra",2024-12-15,103.06,72.67,"Peppers Chantel","Yes"
392,"Ananthapuram","Andhra Pradesh","Fuel Injection Service; Oil Change","Rough idling","Fuel injector cleaning","Bajaj Auto",2024-10-30,496.06,377.67,"Cave Eric","Yes"
393,"Ananthapuram","Andhra Pradesh","Windshield Wiper Replacement; General Maintenance","Streaky wipers","Wiper replacement","Ford",2024-01-10,493.72,359.52,"Shells Treyon","Yes"
394,"Ananthapuram","Andhra Pradesh","Power Steering Fluid Change; Tire Rotation","Hard steering","Power steering service","Honda",2024-06-01,111.68,47.86,"Stewart Amado","Yes"
395,"Ananthapuram","Andhra Pradesh","Differential Service; Brake Fluid Change","Noise while turning","Differential repair","Kia",2024-04-09,457.39,183.67,"Summy Kevin","Yes"
396,"Ananthapuram","Andhra Pradesh","Antifreeze Change; Engine Check","Cooling issues","Antifreeze replacement","Hyundai",2024-04-14,309.34,130.19,"el-Uddin Saahira","No"
397,"Ananthapuram","Andhra Pradesh","Serpentine Belt Replacement; General Maintenance","Squeaking noise","Belt replacement","Nissan",2024-10-07,227.95,170.19,"Vahrameev Kurt Jr","No"
398,"Ananthapuram","Andhra Pradesh","Engine Filter Change; Tire Replacement","Decreased power","Engine filter replacement","Tata Motors",2024-06-28,252.41,159.14,"Hang Andera","No"
399,"Ananthapuram","Andhra Pradesh","Safety Inspection; Brake Service","Warning lights","Inspection service","Chevrolet",2024-10-04,367.93,193.36,"Garcia Roberto","No"
400,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Suzuki",2024-08-28,87.13,68.29,"Nguyen Alexus","Yes"
401,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Honda City",2024-01-24,202.69,129.01,"Martinez Shawntay","Yes"
402,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Maruti Swift",2024-06-15,356.35,218.29,"Chavez Joseph","No"
403,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Toyota Corolla",2024-02-16,192.63,106.64,"Shifrin Nicholas","No"
404,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Scratched headlights","Headlight restoration","Ford EcoSport",2024-07-09,424.21,223.91,"el-Huq Fayyaad","No"
405,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Hyundai Verna",2024-02-06,146.83,106.21,"Watkins Alyssa","Yes"
406,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Chevrolet Beat",2024-06-22,274.08,114.23,"Avery Jacynda","Yes"
407,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Tata Nexon",2024-02-23,174.22,95.04,"el-Agha Aseela","Yes"
408,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Nissan Micra",2024-10-29,136.41,101.3,"Norton Megan","No"
409,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Renault Duster",2024-07-25,477.78,324.5,"Smith Taurean","No"
410,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Mahindra XUV300",2024-01-19,194.78,131.24,"Trujillo Ricardo","No"
411,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Kia Seltos",2024-07-18,265.31,143.06,"Phenna Kelli","No"
412,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Tata Tiago",2024-06-07,62.6,38.93,"Martinez Jakoby","No"
413,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Skoda Rapid",2024-02-06,296.36,134.81,"al-Rabbani Abdur Rahmaan","Yes"
414,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Scratched headlights","Headlight restoration","Volkswagen Polo",2024-04-12,339.91,242.69,"Strickhausen Nathaniel","No"
415,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Nissan Sunny",2024-08-31,318.32,240.25,"Arguello Melissa","No"
416,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Honda Jazz",2024-02-17,194.87,93.86,"al-Naderi Naafoora","No"
417,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Ford Figo",2024-07-06,451,319.42,"Vanstraten Athena","Yes"
418,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Maruti Baleno",2024-05-18,331.82,211.88,"Valenzuela Nicholas","No"
419,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Hyundai Creta",2024-10-25,186.31,145.89,"al-Shahid Naaji","No"
420,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Mahindra Thar",2024-06-06,224.69,104.14,"Chong Micha","Yes"
421,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Hyundai Elite i20",2024-07-07,122.21,74.6,"el-Reza Hafsa","No"
422,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Tata Harrier",2024-11-06,438.15,328.29,"Stancil Robertoe","No"
423,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Scratched headlights","Headlight restoration","Kia Carnival",2024-07-07,478.9,358.16,"el-Nasr Mahdhoodha","No"
424,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Toyota Innova",2024-02-26,303.64,124.33,"Vang Kelly","Yes"
425,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Skoda Kushaq",2024-02-07,198.3,156.73,"Bernot Nicholas","Yes"
426,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Maruti Suzuki Vitara Brezza",2024-03-24,498.48,297.14,"Vaughn Ryan","No"
427,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Nissan Magnite",2024-11-14,155.67,86.5,"Clark Alvina","Yes"
428,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Honda Accord",2024-06-22,325.7,184.68,"al-Radwan Abdul Maalik","Yes"
429,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","MG Hector",2024-11-29,98.68,43.14,"al-Ammar Noora","No"
430,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Mahindra Scorpio",2024-11-21,269.16,125.09,"al-Rabbani Abdur Rahmaan","Yes"
431,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Tata Safari",2024-05-09,94.75,53.27,"Torres Alejandro","No"
432,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Hyundai i20",2024-04-29,122.52,65.76,"Brown Maui","No"
433,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Honda WR-V",2024-07-18,177.35,100.4,"Colbert Jerusalem","Yes"
434,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Maruti Celerio",2024-11-26,312.74,163.13,"Jones Mehgan","Yes"
435,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Renault Captur",2024-01-21,379.27,236.71,"al-Basher Zeena","No"
436,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Tata Nexon",2024-07-17,124.48,57.55,"Moore Lydia","No"
437,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Ford EcoSport",2024-03-27,439.91,344.29,"Butler Pragna","Yes"
438,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Mahindra KUV100",2024-03-12,368.86,154.03,"Tran Spencer","No"
439,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Nissan Kicks",2024-11-10,392.18,215.25,"Carranza Ayala Zachary","No"
440,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Skoda Octavia",2024-07-20,116.19,91.21,"al-Ghani Zaghlool","No"
441,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","MG Hector Plus",2024-06-13,211.13,138.96,"Butler Pragna","Yes"
442,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Hyundai Venue",2024-03-21,353,149.85,"al-Hashem Aarifa","Yes"
443,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Hyundai",2024-02-24,285.72,161.14,"Fisher Marcus","Yes"
444,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Mahindra Thar",2024-05-13,207.41,118.3,"Byers John","No"
445,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Ford EcoSport",2024-08-31,158.24,95.46,"Yoon Matthew","No"
446,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Renault Duster",2024-01-06,76.19,44.18,"al-Jalil Ashraf","No"
447,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Tata Harrier",2024-05-07,156.48,101.6,"Vang Kelly","Yes"
448,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Maruti Alto",2024-06-04,450.54,205.44,"Sandoval-Recio Mario","No"
449,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Hyundai Creta",2024-10-14,415.32,316.96,"Weaver Cedric","No"
450,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Honda WR-V",2024-02-18,386.38,242.56,"Dilley Santee","No"
451,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Scratched headlights","Headlight restoration","Tata Nexon",2024-08-14,119.71,74.14,"el-Agha Aseela","Yes"
452,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Ford Figo",2024-08-26,106.13,47.41,"Creel Clint","No"
453,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Renault Duster",2024-12-05,488.63,344.39,"Causey Thanin","Yes"
454,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Mahindra",2024-07-11,246.26,145.63,"Justino Aivan Thomas","Yes"
455,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Maruti Swift",2024-07-15,258.81,184.48,"Lor Tori","Yes"
456,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Rotation","Yellowed headlights","Headlight restoration","Hyundai i20",2024-10-29,124.38,52.04,"Paner Ellen","No"
457,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","Tata Harrier",2024-05-27,313.22,228,"Garnett Bruce","Yes"
458,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Honda City",2024-07-08,171.85,87.26,"Wurm Trevor","No"
459,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Brake Check","Dim headlights","Headlight restoration","Maruti Baleno",2024-04-21,153.54,78.79,"al-Siddiqi Muneeb","Yes"
460,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Tire Alignment","Cloudy headlights","Headlight restoration","Toyota Yaris",2024-07-09,361.04,237.31,"Bonilla Mason","Yes"
461,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Engine Tune-Up","Faded headlights","Headlight restoration","Hyundai Venue",2024-04-28,177.28,138.15,"Villano Jeffrey","Yes"
462,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Oil Change","Cloudy headlights","Headlight restoration","Nissan Kicks",2024-04-24,414.68,167.03,"Coleman Rochelle","No"
463,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Battery Replacement","Cloudy headlights","Headlight restoration","Tata Nexon",2024-01-10,92.26,49.88,"Watts Thalia","Yes"
464,"Ananthapuram","Andhra Pradesh","Headlight Restoration; Suspension Check","Dull headlights","Headlight restoration","MG Hector",2024-04-24,419.91,238.35,"Stebbins Bryce","No"
